"","x"
"global_tree_effect",191.663036097018
"nu",89.1577625456572
"p10",789.908380717532
"p11",4376.05765487254
"p12",4045.87143386745
"p2",178.418486031051
"p3",1152.92370373371
"p5",3692.28338783136
"p6",1557.97403317319
"p7",6513.48711993306
"p8",3332.51853632004
"p9",2299.0756012271
"procErr",4917.60247631128
