"","x"
"global_tree_effect",86.5958170608198
"nu",1554.33893547037
"p10",249.437364914541
"p11",3260.1681648029
"p12",3337.91177791801
"p2",104.872113669378
"p3",640.257073474626
"p5",3310.24668041289
"p6",709.968637307186
"p7",3394.77257724077
"p8",1719.29187839166
"p9",2025.20502881417
"procErr",2779.18460687308
