"","x"
"global_tree_effect",84.0785046901925
"nu",694.388130254522
"p10",493.351210883908
"p11",2826.62687520447
"p12",2783.44382127126
"p2",81.3441688901181
"p3",749.518079453792
"p5",3089.49254177421
"p6",1881.09982710172
"p7",8217.73548965188
"p8",7440.44056020048
"p9",2208.18082297119
"procErr",3373.6706458436
