"","x"
"global_tree_effect",2479.57092989611
"p10",799.145664201691
"p11",3743.21522429221
"p12",3774.2682587284
"p2",8098.44893771107
"p3",1457.42212181143
"p5",4357.33098540077
"p6",1578.51121063827
"p7",8740.03653281321
"p8",4336.25665595942
"p9",2655.17440230609
"procErr",7411.89396404029
