"","x"
"global_tree_effect",2750.39781875972
"p10",605.344087492541
"p11",4665.73084206257
"p12",4892.08970391951
"p2",6432.50862039253
"p3",1340.78503667687
"p5",3799.78178814338
"p6",1659.87282653061
"p7",8202.54870108444
"p8",6343.52334209136
"p9",2908.68686158247
"procErr",8271.59797669399
