"","x"
"global_tree_effect",1263.37032944048
"p10",552.258429581792
"p11",4226.16793297224
"p12",3069.71862960102
"p2",5633.76655809407
"p3",1931.30797325821
"p5",2932.29910084904
"p6",1552.28655034991
"p7",6557.55716490005
"p8",3831.54203331311
"p9",2266.92600965551
"procErr",8794.48402334335
