"","x"
"global_tree_effect",268.323383461603
"p10",157.156808710559
"p11",396.25571092679
"p12",307.018318844354
"p2",7624.07011040696
"p3",941.368903793795
"p5",258.616706837288
"p6",617.886891619539
"p7",1318.40441280069
"p8",4495.04854998279
"p9",216.154072672445
"procErr",4718.83170043315
