"","x"
"global_tree_effect",87.1981911309073
"nu",321.785166359288
"p10",253.397519646691
"p11",1651.54758120196
"p12",1125.83217238476
"p2",105.592687346849
"p3",477.988036466185
"p5",649.33074462029
"p6",436.813481184398
"p7",845.936573339021
"p8",7557.64277986921
"p9",232.685981452676
"procErr",2981.85050619203
