"","x"
"global_tree_effect",81.9759376898521
"nu",608.500350552811
"p10",457.296944916119
"p11",2731.74443200318
"p12",2591.0259614308
"p2",87.4687330869548
"p3",715.267716370651
"p5",2698.28683099883
"p6",1428.51365966389
"p7",5934.58294672487
"p8",6018.16443315192
"p9",2251.05374040335
"procErr",3347.84781549357
