"","x"
"global_tree_effect",89.7348650545993
"nu",1920.18834210928
"p10",547.236252397249
"p11",4786.16922456865
"p12",4563.08046749366
"p2",67.9430696929874
"p3",475.293191888795
"p5",3776.74727158788
"p6",1070.77937824707
"p7",6734.0975471166
"p8",4719.56296010766
"p9",1708.74351211227
"procErr",3462.98066655666
