"","x"
"global_tree_effect",308.793237446275
"nu",5840.15558595889
"p10",1087.49417962103
"p11",4233.48728280352
"p12",3963.95882872894
"p2",374.614691483677
"p3",1665.51144041096
"p5",10256.3699256926
"p6",2662.8820857486
"p7",9726.59199936368
"p8",6811.82519575171
"p9",6184.9311907341
"procErr",11162.5709090917
