"","x"
"global_tree_effect",183.593767211824
"nu",563.917949684836
"p10",660.602047273821
"p11",3216.10492451402
"p12",3169.15617383304
"p2",121.945018409419
"p3",1360.03355204254
"p5",3336.16204357165
"p6",1258.51711688962
"p7",8921.29151138542
"p8",2820.07353550197
"p9",2319.96100785183
"procErr",1581.63403841094
