"","x"
"global_tree_effect",100.252387402446
"nu",861.067656044922
"p10",372.661949275792
"p11",4619.00541386742
"p12",3445.29391740811
"p2",126.990865641831
"p3",1192.61743565134
"p5",2659.95123073901
"p6",991.18932798958
"p7",7583.48983705918
"p8",3798.17839808607
"p9",1624.94232632927
"procErr",2883.88579396705
