"","x"
"global_tree_effect",93.3232659821868
"nu",129.890757411365
"p10",56.663375320619
"p11",123.387104113891
"p12",200.028148774084
"p2",237.336629825107
"p3",600.195808565929
"p5",155.961900864346
"p6",140.479188940285
"p7",334.022472750345
"p8",120.533248479461
"p9",64.1524633952073
"procErr",853.626347333583
