"","x"
"global_tree_effect",210.398336471251
"nu",1563.51062857958
"p10",978.542543327331
"p11",589.85237421262
"p12",3957.02265986824
"p2",271.5606977795
"p3",1353.08669077544
"p5",703.830207716773
"p6",2501.26270780633
"p7",7723.54853931941
"p8",6650.747726447
"p9",284.812413317593
"procErr",6019.97481718973
