"","x"
"global_tree_effect",330.611090403301
"nu",291.384980698488
"p10",1142.30846065445
"p11",494.989186047514
"p12",1843.76972617299
"p2",734.010351204222
"p3",3775.59209917572
"p5",502.573437634815
"p6",3308.15937119171
"p7",12672.8179059932
"p8",5502.49027028121
"p9",369.656263644393
"procErr",10286.5696734925
