"","x"
"global_tree_effect",75.2264480239783
"nu",1052.6140372876
"p10",363.142447433887
"p11",1598.31046664148
"p12",1741.60806340045
"p2",79.2561738592374
"p3",825.375019258829
"p5",1762.81086873667
"p6",758.347824122379
"p7",6714.84050276509
"p8",1629.97754016943
"p9",1329.6633529113
"procErr",1148.6121620288
