"","x"
"global_tree_effect",20.2290252654536
"nu",2004.12633644686
"p10",128.584587389244
"p11",1015.24036447544
"p12",1036.27054936877
"p2",21.8586667357811
"p3",135.207435316751
"p5",1007.76458642229
"p6",247.131894010291
"p7",2110.24942491104
"p8",1278.97533807954
"p9",369.100438746201
"procErr",1404.1588392616
