"","x"
"global_tree_effect",35.2286906815784
"nu",8015.91267596425
"p10",222.447257414863
"p11",2348.75232482319
"p12",1795.68513604756
"p2",41.1643087713146
"p3",541.637650856719
"p5",1725.4635938186
"p6",487.381288730989
"p7",5594.12087955179
"p8",3634.3695448776
"p9",887.601681548119
"procErr",3193.15000756897
