"","x"
"global_tree_effect",401.080205641937
"p10",771.022316854129
"p11",5121.35045597837
"p12",3795.69673773628
"p2",450.872823107525
"p3",4385.23039077222
"p5",3442.2862576934
"p6",1593.3110547421
"p7",6496.75121807453
"p8",3722.65022480053
"p9",3075.46474277539
"procErr",6563.68377514576
