"","x"
"global_tree_effect",410.394392253335
"p10",271.045181625156
"p11",1318.80867418081
"p12",1164.67799978023
"p2",3033.18990349808
"p3",3226.27267268859
"p5",1304.34233961238
"p6",616.721045270144
"p7",2679.40195434348
"p8",1776.08798443368
"p9",1395.92532357928
"procErr",5998.43784757119
