"","x"
"global_tree_effect",278.383334754702
"p10",513.082511409391
"p11",931.585017275395
"p12",1025.64245793494
"p2",381.338994788297
"p3",3242.37873457858
"p5",2404.18704369099
"p6",1405.40422346901
"p7",8281.33018050882
"p8",4685.24204322613
"p9",1839.16094169472
"procErr",6565.38005292237
