"","x"
"global_tree_effect",367.999734502343
"p10",327.04951507601
"p11",2995.10108859618
"p12",2942.03536739521
"p2",3877.06978044108
"p3",2223.48739766654
"p5",3726.74324374676
"p6",1393.58471308226
"p7",7933.1371351888
"p8",3148.78308209352
"p9",3044.1384182257
"procErr",7279.89187467785
