"","x"
"global_tree_effect",345.904885655999
"p10",157.816796091289
"p11",491.793149949935
"p12",780.962802953585
"p2",293.581745065989
"p3",1988.38094254901
"p5",614.520290156856
"p6",134.878456599879
"p7",1949.25891216986
"p8",227.31534976412
"p9",723.744902091729
"procErr",7295.94956751055
