"level1_ecoregion","plot_ID","Dep_Shistoric","Dep_Sdiff","Dep_Nhistoric","Dep_Ndiff","ecoregion_ortho","Dep_Nhistoric_ortho","Dep_Ndiff_ortho","c"
"TEMPERATE SIERRAS",2226065010690,3.50170924738807,-1.11531895147898,9.24924968214723,-1.22681653141996,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.273066748940092,-0.74234986277901,-0.871100889027377
"TEMPERATE SIERRAS",2226208010690,1.68649543312586,-0.243686501580414,3.27371299933124,0.406773511577846,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.965392595160534,-0.045412585437261,-0.871100889027377
"TEMPERATE SIERRAS",2226346010690,2.08137312511909,-0.784657865482726,6.98102791579429,-1.67070831861247,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.0493760546814337,-1.10273055010614,-0.871100889027377
"TEMPERATE SIERRAS",2226403010690,1.91442448831402,-0.782812290586746,5.61557743039299,-1.31552719357481,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.256932449977909,-0.395246158323785,-0.871100889027377
"TEMPERATE SIERRAS",2226437010690,2.40465641841136,-1.11334443368409,7.33231404242054,-1.96241520296599,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.0366688787674641,-0.454635181878387,-0.871100889027377
"TEMPERATE SIERRAS",2226540010690,2.33864457154446,-0.323803144999006,7.08928773587823,0.855318048121767,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",1.17928997790474,0.151685217855399,-0.871100889027377
"TEMPERATE SIERRAS",2226820010690,1.96849258477112,-0.772142481498391,4.24790599151686,0.254957794937694,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.478258191444889,1.74506476188682,-0.871100889027377
"TEMPERATE SIERRAS",2226875010690,1.82827917510842,-0.183655473017506,5.04103251232602,0.583996769764888,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.0980303767745053,-0.233441070450511,-0.871100889027377
"TEMPERATE SIERRAS",2227020010690,1.72637970050035,-0.516837637318531,6.07526393076859,-0.692717614404954,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.552396569173768,-0.455155032290477,-0.871100889027377
"TEMPERATE SIERRAS",2227110010690,2.37185758932352,-0.585635088050785,6.72719731397606,-0.250232352612415,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.214317249080152,-0.308996810743125,-0.871100889027377
"TEMPERATE SIERRAS",2227194010690,1.48577264570097,-0.457432349337326,4.75617513582756,-0.328343464191196,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.403538836504969,0.0997116573484356,-0.871100889027377
"TEMPERATE SIERRAS",2227236010690,1.58130678482616,-0.411088398280705,4.02923296398799,-0.081889972169813,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.22864801091822,0.129110513675743,-0.871100889027377
"TEMPERATE SIERRAS",2227314010690,1.94986293061449,-0.536876776705403,6.74124576952875,-0.318874338710567,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",1.04204080532366,-0.10465915574855,-0.871100889027377
"TEMPERATE SIERRAS",2227357010690,1.63772779165675,-0.342719218929481,3.65407320135892,0.439807137731989,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.211898783404035,0.503664065114182,-0.871100889027377
"TEMPERATE SIERRAS",2227462010690,1.57133423718629,-0.589486793913568,5.38470023468786,-0.949412802415128,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.296766956736113,-0.308607024681377,-0.871100889027377
"TEMPERATE SIERRAS",2227531010690,2.29301897406016,-0.345125387060163,7.24192130736113,0.355636367366143,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.849968569913789,-0.414328489860622,-0.871100889027377
"TEMPERATE SIERRAS",2227708010690,1.81114179345954,0.0265106382071334,5.75722642394246,0.524099009057537,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.00504722767352008,-1.23531145057885,-0.871100889027377
"TEMPERATE SIERRAS",2227799010690,1.65451296421496,-0.32388545794223,3.56407291821481,0.20159445533064,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.677610505404187,0.0570302859132826,-0.871100889027377
"TEMPERATE SIERRAS",2227894010690,2.27940478865642,-0.757339246747332,8.08593586492627,-1.48650009101718,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.466036651850346,-1.20423184686139,-0.871100889027377
"TEMPERATE SIERRAS",2227984010690,2.2634868810529,-0.350278949234724,6.77138427158428,0.237214121052077,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.425028440053834,-0.524945890215862,-0.871100889027377
"TEMPERATE SIERRAS",2228087010690,2.24422615047169,-0.466002094108047,6.40194318247404,0.0740211576168717,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.327099933931645,-0.219531141267316,-0.871100889027377
"TEMPERATE SIERRAS",2228316010690,1.99051657048542,-0.651952922485417,6.20810136554102,-0.763361611813751,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.31441150566084,-0.279813025484782,-0.871100889027377
"TEMPERATE SIERRAS",2228568010690,3.38961654423998,-1.14167010860362,9.05534366915336,-1.35611791842609,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.228361407010527,-0.672290705767222,-0.871100889027377
"TEMPERATE SIERRAS",2228688010690,3.05367728839726,-1.37385231839726,12.5915761630622,-4.88938927515307,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.372057734449365,-4.29521026439667,-0.871100889027377
"TEMPERATE SIERRAS",2228918010690,2.59443479137518,-0.723892189193364,7.82545965821064,-1.16342731402882,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.21461535796338,-1.27795012220846,-0.871100889027377
"TEMPERATE SIERRAS",2228995010690,1.73559269382244,-0.418104733186084,5.54963070246915,0.191853181076302,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.932662451456028,0.363155571830907,-0.871100889027377
"TEMPERATE SIERRAS",2229496010690,2.97954481015265,-0.973986081061738,8.24763508192187,-1.45558498028551,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.462160989009404,-1.05712607708724,-0.871100889027377
"TEMPERATE SIERRAS",2229573010690,3.00573807742125,-0.999924532875804,8.98960316932948,-1.47516144078403,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.102173815380155,-1.00187748065796,-0.871100889027377
"TEMPERATE SIERRAS",2229699010690,2.62815631955378,-0.797013308735603,4.84385376393084,0.647884891432799,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.131614517049887,1.60674570278802,-0.871100889027377
"TEMPERATE SIERRAS",2233726010690,2.12134725126326,-0.544063077717815,4.11598412235672,0.0372127652796381,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.95683558519027,0.227150782638398,-0.871100889027377
"TEMPERATE SIERRAS",2233804010690,2.15311268180482,-0.21470113317982,5.27264632334284,1.08822597503216,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.194356944487123,0.228353204778608,-0.871100889027377
"TEMPERATE SIERRAS",2234000010690,2.03988616809403,-0.436625189094031,4.99006454604829,0.440893575951715,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.108804831195308,0.428088959086949,-0.871100889027377
"TEMPERATE SIERRAS",2234066010690,3.04285536347833,-0.542690020114687,7.28416567930891,0.753129748872909,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.106994912280124,0.112680139351705,-0.871100889027377
"TEMPERATE SIERRAS",2234440010690,2.62525696412548,-0.647894407125485,7.32770243396757,-0.3434461122403,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.120711417020816,-0.47764065340675,-0.871100889027377
"TEMPERATE SIERRAS",2234853010690,2.20973172585156,-0.382326511476563,5.89494565910821,0.537324808141786,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.34853449943035,0.115038692793811,-0.871100889027377
"TEMPERATE SIERRAS",2236779010690,1.90920585601147,-0.571571715284197,6.50021763213696,-0.0765043490460506,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",1.36238696193431,0.448089588572903,-0.871100889027377
"SOUTHERN SEMIARID HIGHLANDS",2240182010690,2.99956491266114,-1.3521170772975,5.8107779706748,0.0800046456888444,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.643531675872183,2.80850835940527,-0.871100889027377
"TEMPERATE SIERRAS",2245515010690,2.33286807750628,-0.504975535597188,4.3418627043145,1.24558189359459,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.0877336454509225,1.5268023431374,-0.871100889027377
"SOUTHERN SEMIARID HIGHLANDS",2245624010690,3.08980804974795,-1.69714626165704,5.59611293676033,-1.4470229284876,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.627340123147482,2.04338513041986,-0.871100889027377
"TEMPERATE SIERRAS",2245710010690,2.22413925746961,-0.467317733378697,3.45995110226766,1.16089255755052,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.54568751098798,1.37137844805025,-0.871100889027377
"TEMPERATE SIERRAS",2246126010690,2.64063603458424,-0.410892759766058,4.76301334775019,2.02584652906799,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.345485345590538,1.84802772611674,-0.871100889027377
"TEMPERATE SIERRAS",2246153010690,3.27693518760581,-0.69059069624217,5.64523937082624,1.90741290144649,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.137060135504086,2.14054933366108,-0.871100889027377
"TEMPERATE SIERRAS",2237947010690,1.59998319451787,0.0152545943912188,2.77086311430288,1.52868474242439,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.510959472748034,0.517356079043497,-0.871100889027377
"TEMPERATE SIERRAS",2238016010690,2.80861848690482,-0.456558494086645,5.07990850100144,2.08784345072583,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.388265206960564,1.93352600984216,-0.871100889027377
"TEMPERATE SIERRAS",2238152010690,2.90765501953619,-0.521601533263457,4.85830052510474,1.90086669089526,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.0696157467565186,1.83299884311237,-0.871100889027377
"TEMPERATE SIERRAS",2238706010690,2.36626160094783,-0.519556813281164,5.26906024470122,0.35708703885434,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.342399773488078,0.275146062919989,-0.871100889027377
"TEMPERATE SIERRAS",2238833010690,2.99961759415145,-0.635370748901448,6.67213055709183,0.321175603158175,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.524718105084413,-0.0409029720466243,-0.871100889027377
"TEMPERATE SIERRAS",2239256010690,1.4996700976843,-0.316513899957032,3.32780925919903,1.02092853325552,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.526025377187869,1.39127646893043,-0.871100889027377
"TEMPERATE SIERRAS",2239368010690,3.1988927868581,-0.168988031221737,6.1179148385117,2.79197821921557,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.247736748864127,1.18109077520574,-0.871100889027377
"TEMPERATE SIERRAS",2239440010690,2.95405868585872,-0.686135818404173,5.57892153387353,1.02726871403556,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.226439853729535,1.2552434192175,-0.871100889027377
"TEMPERATE SIERRAS",2239621010690,2.76824023870046,-0.428929440973189,4.93240427990329,2.07134012736944,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.270865104727555,1.83643315134353,-0.871100889027377
"TEMPERATE SIERRAS",2239641010690,2.80302451398968,-0.245421843434115,6.42716369005658,0.992952761054526,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.55036574951422,-0.572707220261457,-0.871100889027377
"TEMPERATE SIERRAS",2240754010690,1.70694440574144,-0.426827880105078,5.5152413431142,0.0998704522494407,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.888105673562159,0.305319068909033,-0.871100889027377
"TEMPERATE SIERRAS",2240848010690,1.75237062151625,-0.396741487316252,6.18982799672327,-0.914767426723275,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.0592229615413971,-1.34140673224595,-0.871100889027377
"TEMPERATE SIERRAS",2241110010690,2.48352341810949,-0.848316166200402,7.78095745649253,-1.19507717685617,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.358021578358673,-0.631910939217254,-0.871100889027377
"TEMPERATE SIERRAS",2241187010690,2.62830537726557,-0.644115086629206,8.50893517716969,-0.630501581078776,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.660644117061697,-0.910336856161606,-0.871100889027377
"TEMPERATE SIERRAS",2241386010690,2.21538372258444,-0.876319379038992,7.35346009597741,-1.55463951352286,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.325812637782174,-0.692656511315698,-0.871100889027377
"TEMPERATE SIERRAS",2241423010690,1.9681791057918,-0.429138621519074,6.98543092414381,0.15263634285619,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",1.4543867130331,0.0693026422025495,-0.871100889027377
"TEMPERATE SIERRAS",2241700010690,2.17130042894708,-0.388446424674351,7.19793822396568,0.235199258034316,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",1.09679149710464,-0.24401761584338,-0.871100889027377
"TEMPERATE SIERRAS",2241752010690,2.05012068005337,-0.183427139962456,6.38466356429956,0.566663770518624,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.568589813935385,-0.532843017229546,-0.871100889027377
"TEMPERATE SIERRAS",2241832010690,1.75976306745579,-0.727905213728523,6.76922049286345,-2.00678745149981,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.00476003224653966,-1.44172064589888,-0.871100889027377
"TEMPERATE SIERRAS",2242003010690,2.10915440158618,-0.405853654586183,6.62332023285775,-0.299935460403204,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.187450873965574,-0.858013930792085,-0.871100889027377
"TEMPERATE SIERRAS",2242038010690,1.96669732494968,-0.63699965104059,6.26006986737246,-0.90071731119064,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.197559778738073,-0.514298828589183,-0.871100889027377
"TEMPERATE SIERRAS",2242092010690,1.26557433306501,-0.390529748883194,3.64037226657152,-0.275817460389702,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.0504161044299228,0.148311133994312,-0.871100889027377
"TEMPERATE SIERRAS",2242233010690,2.02454660470326,-0.262618468975993,6.19763153787316,0.30172822158139,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.391813329797694,-0.528577881756879,-0.871100889027377
"TEMPERATE SIERRAS",2242450010690,2.91860674454776,-0.912376563547757,9.33458987905653,-1.83833144687471,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.128789497934237,-1.8061384402971,-0.871100889027377
"TEMPERATE SIERRAS",2242483010690,2.14146636153826,-0.611596696720081,7.76890794826696,-1.39555952808514,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.241130525027136,-1.55340362815194,-0.871100889027377
"TEMPERATE SIERRAS",2242822010690,1.88995386854307,-0.661350109906711,5.8891014528863,-0.47787227579539,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.701399507807768,0.295903968841232,-0.871100889027377
"TEMPERATE SIERRAS",2242969010690,1.49393763777537,-0.547385344775371,4.99019353640288,-0.777357032311972,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.272015029810218,-0.153895652921772,-0.871100889027377
"TEMPERATE SIERRAS",2243025010690,2.21003645009773,-0.438825779643184,7.23333064507503,-0.662125170075027,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.0562926701245189,-1.35533269723687,-0.871100889027377
"TEMPERATE SIERRAS",2243084010690,2.41599277726476,-0.747157440719315,7.77516828554644,-2.16470099227371,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.993163411775824,-2.39162616121934,-0.871100889027377
"TEMPERATE SIERRAS",2243327010690,1.42939751960059,-0.564176431055139,4.98578831992025,-1.05776641210207,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.128346802438972,-0.402011480005712,-0.871100889027377
"TEMPERATE SIERRAS",2243398010690,2.32387515829143,-0.667529487564157,8.15163239447598,-1.10210342720325,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.619308792746493,-1.10764041868477,-0.871100889027377
"TEMPERATE SIERRAS",2243434010690,1.78875084329274,-0.614856443292737,6.15525803989909,-1.09135058999,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.253639188602367,-0.667305650867925,-0.871100889027377
"TEMPERATE SIERRAS",2243654010690,2.32216217719419,-0.500107574285096,6.68511120045242,-0.24877858445242,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.0516369700058591,-0.62696047844392,-0.871100889027377
"TEMPERATE SIERRAS",2243742010690,2.2735419314977,-0.482759165497704,6.79882156705106,-0.167548058869239,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.310556264115247,-0.5277527697636,-0.871100889027377
"TEMPERATE SIERRAS",2243917010690,3.39394230697243,-1.10095878579061,9.31960426298784,-1.42991288853329,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.24756410091937,-0.965070230076244,-0.871100889027377
"TEMPERATE SIERRAS",2244074010690,2.04295502844447,-0.440844306444466,6.50146972736598,-0.346619493820531,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.303246580995264,-0.687413632306397,-0.871100889027377
"TEMPERATE SIERRAS",2244154010690,1.87539587292501,-0.663398028015916,5.81794058670858,-0.702949355344936,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.406917407676002,-0.000131236150529304,-0.871100889027377
"TEMPERATE SIERRAS",2244353010690,2.92412910856333,-0.732817283108776,9.13674669352122,-0.958550783521218,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.268123694959554,-1.35051316809516,-0.871100889027377
"TEMPERATE SIERRAS",2244728010690,3.45210114955704,-0.626358417193399,9.07197043681558,0.0579383634571489,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.14013566314652,-1.01683151849307,-0.871100889027377
"TEMPERATE SIERRAS",2244835010690,2.1916265892954,-0.49862355247722,3.84211208366033,0.251880388157846,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-1.21133380929619,0.246086962347407,-0.871100889027377
"TEMPERATE SIERRAS",2244902010690,3.18429043764244,-0.794754533642445,7.94155054847839,-0.0131444617511205,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.060421306376763,-0.0379182247172839,-0.871100889027377
"TEMPERATE SIERRAS",2244973010690,1.93437810731864,-0.477715637763078,4.17283005613787,0.0146017693065748,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.674545636581703,0.129393852489418,-0.871100889027377
"TEMPERATE SIERRAS",2245074010690,2.48048542906954,-0.663102118069544,4.90793217132115,0.623548791224309,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.145097389865272,1.15683439952216,-0.871100889027377
"TEMPERATE SIERRAS",2245166010690,2.12169518740586,-0.135153634496769,5.17626452599326,1.0835305545522,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.0457509138288175,-0.0943108193572806,-0.871100889027377
"TEMPERATE SIERRAS",2248903010690,2.35378096972421,-0.46628455245148,4.62416248626949,0.695879376275966,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.547758353833162,0.539382273418619,-0.871100889027377
"TEMPERATE SIERRAS",2249060010690,2.41532437023154,-0.635113160009321,6.40933422505477,0.131235013945226,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.484080565215881,0.405631884223352,-0.871100889027377
"TEMPERATE SIERRAS",2249078010690,2.16092203385936,-0.496190955192689,5.71032509250715,0.18958611260396,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.231269302394231,0.183668286863759,-0.871100889027377
"TEMPERATE SIERRAS",2249217010690,2.42580518526882,-0.430636221157713,5.99980697755244,0.655629405892002,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.185431378519194,0.233868693243359,-0.871100889027377
"TEMPERATE SIERRAS",2249633010690,2.25517581231975,-0.377350340319751,5.93301693460737,0.570880043392629,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",0.292351141970604,0.0849971049557276,-0.871100889027377
"TEMPERATE SIERRAS",2249747010690,2.14630351892685,-0.41080725792685,5.8655906664776,-0.0478919494776022,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.163565025583571,-0.51990260249206,-0.871100889027377
"TEMPERATE SIERRAS",2250039010690,2.67724242863511,-0.468914486301781,6.33836849549962,0.582348823278157,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.153454633786051,-0.0106585145707979,-0.871100889027377
"TEMPERATE SIERRAS",2251906010690,1.9661705668535,-0.846478441671676,6.85760163516936,-2.21678417726027,"TEMPERATE SIERRAS & SOUTHERN SEMIARID HIGHLANDS",-0.357526037835454,-1.46900811167808,-0.871100889027377
